machine,timestamp,temperature,vibration,humidity,pressure,energy_consumption,machine_status,anomaly_flag,predicted_remaining_life,failure_type,downtime_risk,maintenance_required
IOT24,2025-03-09 20:11:00,72.29,16.31,30.89,3.63,3.86,Running,No,193,Normal,0.0,No
AOE45,2025-01-18 05:56:00,92.59,45.69,58.34,4.07,2.21,Running,Yes,41,Normal,,Yes
AOE45,2025-02-11 13:56:00,,67.97,61.95,4.64,1.48,Running,No,376,Normal,0.0,No
JJF2,2025-02-23 09:12:00,78.15,67.42,38.86,2.45,1.96,Running,No,416,Normal,,No
SAC1,2025-02-04 23:26:00,68.77,43.72,78.61,2.95,1.19,Running,No,159,Normal,,No
RFF14,2025-01-11 11:43:00,70.72,15.35,43.33,4.51,4.56,Running,No,121,Normal,0.0,No
GJH10,2025-01-12 15:06:00,59.67,38.45,61.33,1.13,4.48,Running,No,493,Normal,0.0,No
ANO21,2025-01-21 09:23:00,67.53,53.75,38.69,1.94,4.89,Running,No,498,Normal,,No
IJA31,2025-01-15 08:09:00,63.83,61.56,67.98,3.21,2.36,Running,No,162,Normal,0.0,No
RKL4,2025-01-25 23:30:00,,69.67,69.82,1.68,3.04,Running,No,412,Normal,,No
GJH10,2025-01-20 13:42:00,73.41,71.51,58.65,2.12,2.91,Running,No,76,Normal,0.0,No
PKS8,2025-02-09 12:38:00,70.71,72.38,73.75,4.54,2.47,Running,No,34,Normal,0.0,No
GJR5,2025-01-16 05:13:00,83.2,61.21,54.49,1.51,1.95,Running,No,289,Normal,,No
OLM37,2025-02-16 02:44:00,81.27,32.43,30.63,1.03,0.97,Running,No,32,Normal,0.0,No
OLM37,2025-03-03 22:18:00,58.22,49.96,37.23,1.34,2.24,Running,No,336,Normal,0.0,No
FKF20,2025-02-06 22:53:00,85.75,56.26,52.11,3.7,3.46,Running,No,319,Normal,0.0,No
OLM37,2025-02-02 21:06:00,75.43,40.4,75.51,1.4,4.98,Failure,No,26,Normal,0.0,Yes
CJL17,2025-02-15 06:09:00,80.42,55.44,71.09,4.26,0.86,Running,No,120,Normal,0.0,No
OWX49,2025-02-07 03:47:00,79.15,48.64,45.16,2.92,1.03,Running,No,389,Normal,0.0,No
SJO48,2025-03-06 08:13:00,92.71,28.54,38.94,4.45,1.68,Running,Yes,49,Normal,1.0,Yes
OWX49,2025-02-24 04:49:00,84.85,70.4,79.08,3.78,1.16,Running,No,65,Normal,,No
YDH6,2025-02-19 22:00:00,73.18,51.66,34.08,2.37,2.84,Running,No,274,Normal,,No
GSR32,2025-01-12 23:26:00,77.21,43.28,68.17,1.54,4.48,Running,No,441,Normal,,No
ZKP13,2025-02-18 01:38:00,86.81,72.21,64.25,3.53,0.91,Running,No,452,Normal,0.0,No
RFF14,2025-01-05 17:45:00,62.76,48.86,37.76,1.27,2.9,Running,No,236,Normal,,No
GUK33,2025-02-18 09:13:00,81.8,54.09,76.65,4.1,2.97,Running,No,79,Normal,0.0,No
OJS11,2025-02-26 14:07:00,84.0,29.92,30.99,3.6,1.82,Running,No,331,Normal,0.0,No
QYD25,2025-01-28 00:12:00,77.19,50.83,36.25,3.89,2.97,Idle,No,265,Normal,,No
OLM37,2025-03-06 00:22:00,84.97,41.0,51.68,3.47,1.45,Idle,No,70,Normal,0.0,No
SAC1,2025-01-01 07:46:00,74.96,49.28,71.68,2.92,4.06,Running,No,40,Normal,0.0,No
JRJ12,2025-02-19 00:45:00,61.22,69.51,53.31,3.32,4.6,Running,No,421,Normal,,No
FPO41,2025-03-02 20:30:00,86.67,64.46,31.08,3.12,2.82,Running,No,198,Normal,0.0,No
BPQ42,2025-02-10 06:52:00,67.98,36.17,41.05,,2.26,Running,No,387,Normal,,No
EZO29,2025-02-28 04:11:00,75.57,38.05,32.87,2.86,3.23,Running,No,117,Normal,,No
FPQ39,2025-01-21 06:18:00,76.89,71.66,75.76,1.6,4.61,Running,No,499,Normal,0.0,No
FPQ39,2025-02-26 01:14:00,64.03,54.81,43.68,1.86,4.15,Running,No,199,Normal,,No
IJA31,2025-02-10 12:51:00,59.72,45.48,49.91,3.53,1.06,Running,No,86,Normal,0.0,No
QSA35,2025-01-04 05:31:00,81.94,44.96,52.3,3.73,3.41,Running,No,342,Normal,,No
FPO41,2025-03-08 04:52:00,62.17,46.45,30.72,1.24,4.99,Running,No,174,Normal,,No
HJG23,2025-01-25 03:23:00,91.22,51.02,58.8,2.17,4.07,Running,Yes,16,Normal,1.0,Yes
OZU38,2025-01-01 19:13:00,85.67,56.58,69.61,4.67,3.98,Running,No,346,Normal,0.0,No
RKL4,2025-01-17 06:42:00,79.44,51.06,48.54,1.56,4.93,Running,No,58,Normal,,No
QSA35,2025-02-02 21:49:00,91.29,52.96,35.22,1.37,0.54,Running,Yes,11,Normal,,Yes
GUK33,2025-01-24 19:40:00,77.69,35.1,79.72,3.13,3.06,Running,No,409,Normal,,No
BBS16,2025-02-25 18:14:00,71.05,45.22,65.75,2.01,1.47,Running,No,420,Normal,,No
FKF20,2025-02-26 15:08:00,74.51,43.87,62.58,4.72,4.98,Running,No,462,Normal,0.0,No
ANO21,2025-02-18 09:42:00,77.97,73.53,32.37,1.28,4.18,Running,No,11,Normal,,Yes
RFF14,2025-01-20 13:53:00,76.9,45.08,61.24,3.21,1.49,Running,No,152,Normal,,No
GSR32,2025-01-07 13:22:00,61.6,50.42,78.6,3.97,3.29,Idle,No,374,Normal,0.0,No
FPO41,2025-02-18 10:14:00,53.69,67.75,56.82,1.44,1.74,Running,No,366,Normal,0.0,No
OLM37,2025-01-25 20:42:00,79.67,58.58,74.35,3.95,2.84,Running,No,381,Normal,0.0,No
OJS11,2025-01-26 17:59:00,97.58,57.23,60.81,2.78,3.67,Running,Yes,24,Normal,,Yes
GUK33,2025-01-21 12:28:00,68.87,44.8,56.61,3.5,3.37,Running,No,300,Normal,0.0,No
BJB18,2025-01-18 00:19:00,54.14,48.99,36.7,4.04,4.12,Running,No,150,Normal,,No
CJL17,2025-01-08 03:02:00,88.57,56.06,61.21,4.21,0.8,Running,No,15,Normal,0.0,Yes
QSA35,2025-02-08 16:56:00,85.73,49.96,37.22,2.87,4.82,Running,No,352,Normal,,No
RHH44,2025-01-10 01:21:00,82.28,28.03,42.25,2.69,4.92,Running,No,299,Normal,0.0,No
SJO48,2025-03-11 03:38:00,84.72,60.66,47.71,3.45,1.72,Idle,No,278,Normal,0.0,No
ANO21,2025-02-15 23:12:00,70.06,17.42,76.03,3.8,1.51,Running,No,184,Normal,,No
ZKP13,2025-01-28 04:26:00,70.32,43.31,37.55,3.68,1.69,Running,No,174,Normal,,No
SAC1,2025-01-21 21:17:00,82.81,59.85,73.74,3.47,2.06,Running,No,439,Normal,0.0,No
QYD25,2025-01-08 02:30:00,83.57,81.95,53.51,4.12,0.84,Running,Yes,47,Normal,,Yes
DCB34,2025-01-12 17:25:00,64.01,47.69,78.81,1.79,3.58,Running,No,189,Normal,,No
WCH43,2025-03-03 08:13:00,71.29,45.48,57.64,2.04,1.03,Running,No,342,Normal,0.0,
DHW47,2025-02-14 02:34:00,88.25,79.13,42.79,3.59,4.3,Idle,No,308,Normal,0.0,No
CJL17,2025-01-16 09:10:00,75.25,73.16,65.19,2.84,4.59,Running,No,480,Normal,0.0,No
TVG50,2025-01-27 23:45:00,54.06,40.18,75.62,4.61,3.91,Running,No,486,Normal,0.0,No
HJG23,2025-01-06 06:06:00,76.9,36.72,58.1,1.86,4.26,Running,No,333,Normal,,No
KGY27,2025-02-23 16:07:00,73.63,83.39,34.5,4.75,3.66,Running,Yes,28,Normal,1.0,Yes
OQN3,2025-01-29 04:26:00,87.73,61.18,42.1,4.81,0.82,Running,No,423,Normal,0.0,No
JJF2,2025-01-01 04:39:00,67.66,47.88,30.16,3.14,3.87,Running,No,47,Normal,,No
OJS11,2025-02-04 14:44:00,74.57,53.83,76.91,4.96,1.23,Idle,No,311,Normal,,No
KGY27,2025-02-14 22:40:00,75.42,23.65,68.51,4.68,0.58,Running,No,306,Normal,,No
BJB18,2025-01-14 21:29:00,86.95,44.34,69.07,2.59,2.96,Running,No,482,Normal,0.0,No
GJH10,2025-01-08 08:58:00,83.14,50.59,62.29,1.73,2.56,Running,No,463,Normal,,No
DVO46,2025-02-23 09:35:00,61.09,39.21,77.51,3.03,1.2,Running,No,386,Normal,,No
SAC1,2025-02-13 03:27:00,71.99,53.26,58.58,1.98,2.1,Running,No,246,Normal,0.0,No
FPO41,2025-01-03 23:31:00,63.81,61.09,53.97,2.54,4.93,Running,No,376,Normal,0.0,No
FKF20,2025-02-28 06:28:00,88.59,44.26,79.26,4.79,2.34,Idle,No,101,Normal,,No
KGY27,2025-02-19 15:51:00,79.02,65.43,65.22,1.1,3.68,Running,No,467,Normal,,No
QJN15,2025-03-04 08:20:00,75.98,33.85,33.52,2.89,1.11,Running,No,267,Normal,,No
KGY27,2025-02-07 18:11:00,66.84,49.18,56.88,1.31,2.77,Running,No,454,Normal,0.0,No
BBS16,2025-03-10 19:37:00,74.55,55.76,79.12,1.18,0.6,Running,No,365,Normal,0.0,No
PXA26,2025-01-10 03:28:00,82.48,67.41,36.2,3.0,2.93,Running,No,17,Normal,0.0,Yes
SIQ9,2025-01-19 05:43:00,74.63,12.53,38.15,4.27,4.98,Running,No,387,Normal,,No
FPQ39,2025-02-26 08:36:00,77.8,52.89,30.14,1.74,2.59,Running,No,70,Normal,0.0,No
VIR30,2025-01-16 22:06:00,80.8,56.88,79.7,1.85,2.3,Running,No,67,Normal,0.0,No
OQN3,2025-01-18 08:56:00,91.88,50.62,40.84,4.45,4.83,Running,Yes,18,Normal,,Yes
DVO46,2025-01-12 07:59:00,44.35,53.48,53.92,3.15,1.67,Idle,No,142,Normal,,No
OWX49,2025-01-15 07:41:00,83.3,57.84,66.75,3.44,1.46,Running,No,242,Normal,0.0,No
DHW47,2025-02-02 10:34:00,65.86,36.96,79.29,2.09,1.09,Running,No,131,Normal,0.0,No
QJN15,2025-02-14 11:19:00,74.76,23.8,33.48,3.94,3.89,Running,No,300,Normal,0.0,No
DCB34,2025-01-19 23:10:00,83.98,62.63,51.8,4.79,3.78,Running,No,442,Normal,,No
OZU38,2025-01-23 03:11:00,61.48,82.67,70.3,1.48,4.69,Running,Yes,45,Normal,1.0,Yes
GJR5,2025-02-09 07:46:00,50.58,44.07,77.33,2.09,0.95,Running,No,331,Normal,0.0,No
IJA31,2025-02-22 08:37:00,82.68,63.14,48.04,3.03,1.78,Running,No,124,Normal,0.0,No
SAC1,2025-03-08 05:50:00,88.98,72.02,46.11,3.08,2.14,Idle,No,491,Normal,0.0,No
DHW47,2025-02-07 18:25:00,70.56,38.17,72.4,2.01,3.12,Running,No,57,Normal,0.0,No
WCH43,2025-03-10 15:28:00,80.03,34.97,44.49,3.42,1.24,Idle,No,10,Normal,0.0,Yes
OZU38,2025-01-18 13:48:00,65.7,48.31,66.4,2.49,1.2,Running,No,216,Normal,0.0,No
KGY27,2025-03-09 20:08:00,70.78,48.59,44.99,3.05,3.27,Running,No,482,Normal,0.0,No
IOT24,2025-01-03 17:15:00,88.49,40.4,64.05,1.63,0.78,Running,No,246,Normal,0.0,No
GJH10,2025-01-01 22:05:00,68.59,58.99,77.9,2.75,4.73,Idle,No,154,Normal,,No
WCH43,2025-02-17 07:00:00,80.73,53.74,79.63,1.9,1.09,Running,No,292,Normal,,No
PXA26,2025-02-09 03:31:00,66.65,51.17,41.07,1.88,4.28,Running,No,446,Normal,,No
FKF20,2025-03-01 23:19:00,81.66,63.81,54.17,3.84,3.84,Running,No,401,Normal,0.0,No
PXA26,2025-02-12 14:07:00,81.6,53.41,70.25,3.66,2.39,Running,No,480,Normal,0.0,No
FKF20,2025-03-08 22:55:00,74.02,33.56,43.13,1.35,3.14,Running,No,168,Normal,0.0,No
GSR32,2025-01-12 16:45:00,78.82,74.06,63.06,4.96,4.01,Running,No,195,Normal,0.0,No
OWX49,2025-01-05 00:36:00,69.63,64.49,74.37,4.61,4.7,Running,No,200,Normal,,No
TVG50,2025-02-09 07:40:00,67.45,71.63,33.98,1.91,2.22,Running,No,404,Normal,0.0,No
SAC1,2025-01-13 20:55:00,78.59,93.91,36.88,1.28,1.17,Running,Yes,15,Normal,1.0,Yes
IJA31,2025-01-27 18:37:00,62.57,36.38,40.53,1.45,0.69,Running,No,390,Normal,,
FPO41,2025-02-12 10:29:00,65.34,36.96,36.45,4.79,4.0,Idle,No,199,Normal,,No
JRJ12,2025-01-25 01:17:00,79.19,59.62,78.27,3.45,4.62,Running,No,142,Normal,,No
MEO40,2025-02-27 22:00:00,77.74,45.82,43.29,2.23,2.7,Running,No,426,Normal,0.0,No
FPO41,2025-01-23 05:39:00,58.04,38.77,59.04,4.27,0.53,Running,No,12,Normal,,Yes
OJS11,2025-03-09 17:44:00,74.26,63.16,56.16,1.01,3.5,Running,No,421,Normal,,No
KGY27,2025-02-11 18:08:00,77.51,72.43,49.32,3.78,1.44,Running,No,330,Normal,,No
PXA26,2025-03-07 08:33:00,78.12,49.74,72.94,1.95,3.22,Idle,No,380,Normal,0.0,No
WXX28,2025-02-20 22:03:00,77.08,63.77,69.68,1.96,4.84,Running,No,265,Normal,,No
HJG23,2025-02-07 05:07:00,88.76,56.61,64.16,3.79,3.56,Idle,No,236,Normal,,No
BJB18,2025-01-12 18:56:00,80.34,63.53,41.9,2.89,4.0,Idle,No,440,Normal,0.0,No
EZO29,2025-02-21 05:54:00,80.31,77.04,67.15,3.07,3.73,Running,No,219,Normal,0.0,No
OJS11,2025-01-26 03:16:00,76.16,48.93,60.5,2.46,3.63,Idle,No,334,Normal,,No
WXX28,2025-02-21 08:46:00,58.08,48.56,48.19,3.95,2.39,Running,No,108,Normal,,No
QNJ7,2025-01-15 06:36:00,79.68,53.45,70.11,1.88,1.16,Running,No,219,Normal,0.0,No
GSR32,2025-01-29 15:18:00,71.26,59.26,77.75,2.85,3.04,Running,No,156,Normal,,No
GJR5,2025-01-03 08:01:00,81.8,56.94,58.32,3.7,3.74,Running,No,53,Normal,0.0,No
WXX28,2025-03-05 02:32:00,85.21,27.43,54.61,3.42,3.77,Running,No,497,Normal,0.0,No
JRJ12,2025-01-06 05:49:00,69.22,34.81,64.03,3.79,3.36,Running,No,196,Normal,0.0,No
QNJ7,2025-01-28 11:10:00,83.78,61.9,65.86,4.28,2.65,Running,No,240,Normal,,No
SIQ9,2025-02-01 02:19:00,71.53,43.74,47.53,2.81,4.71,Running,No,113,Normal,,No
OZU38,2025-01-25 09:28:00,58.79,,47.55,3.01,2.55,Running,No,144,Normal,,No
GJR5,2025-02-20 00:56:00,68.3,31.66,71.81,4.38,1.84,Running,No,404,Normal,0.0,No
AOE45,2025-03-04 08:32:00,72.42,79.18,47.14,2.65,2.92,Running,No,163,Normal,,No
QSA35,2025-03-10 12:46:00,82.5,48.17,52.56,4.32,0.67,Running,No,224,Normal,0.0,No
SJO48,2025-02-23 07:35:00,70.35,42.04,34.49,4.85,2.14,Running,No,214,Normal,0.0,No
OZU38,2025-01-26 02:47:00,71.23,56.39,70.03,2.84,4.03,,No,337,Normal,0.0,No
JJF2,2025-01-31 15:58:00,69.92,64.02,61.7,3.53,3.76,Running,No,391,Normal,0.0,No
DVO46,2025-01-07 19:21:00,61.69,42.33,30.37,3.14,2.45,Running,No,101,Normal,0.0,No
FPO41,2025-02-26 14:44:00,80.95,57.11,66.55,1.8,3.06,Running,No,122,Normal,0.0,No
PXA26,2025-01-21 13:19:00,63.64,32.98,60.51,1.87,4.51,Running,No,146,Normal,0.0,No
JJF2,2025-01-19 16:20:00,71.02,97.34,42.02,1.64,3.02,Idle,Yes,27,Normal,,Yes
ZTG36,2025-01-16 09:01:00,68.12,29.55,74.39,3.36,2.27,Running,No,349,Normal,,No
QJN15,2025-02-19 01:10:00,65.31,72.57,58.15,2.28,2.35,Running,No,113,Normal,,No
EZO29,2025-01-13 03:49:00,96.21,44.62,39.19,3.7,2.61,Running,Yes,45,Normal,,Yes
ZTG36,2025-02-19 10:09:00,74.35,38.34,40.0,1.64,4.82,Running,No,467,Normal,,No
MEO40,2025-01-05 11:23:00,80.27,43.4,76.32,2.66,2.49,Running,No,347,Normal,,No
IOT24,2025-02-27 09:59:00,70.19,79.84,30.42,2.39,3.82,Running,No,332,Normal,,No
ZKP13,2025-03-01 23:11:00,60.63,29.71,42.31,3.75,3.82,Running,No,221,Normal,,No
OJS11,2025-02-25 22:42:00,51.01,41.84,65.59,2.65,3.08,Idle,No,27,Normal,,No
QSA35,2025-02-24 19:07:00,52.71,13.37,46.29,4.71,2.0,Running,No,150,Normal,0.0,No
DHW47,2025-01-04 03:53:00,87.83,50.33,39.51,3.07,4.43,Idle,No,237,Normal,0.0,No
ZTG36,2025-01-22 09:14:00,79.12,44.18,78.67,4.14,1.27,Running,No,459,Normal,,No
TVG50,2025-02-08 12:11:00,62.4,62.27,33.53,1.08,1.11,Running,No,248,Normal,,No
FPQ39,2025-02-26 04:14:00,77.88,,44.23,1.32,2.9,Running,No,463,Normal,0.0,No
BPQ42,2025-02-11 20:14:00,76.11,56.75,64.33,3.51,4.96,Running,No,52,Normal,,No
OZU38,2025-02-05 21:55:00,73.14,51.22,38.57,2.03,2.88,Idle,No,81,Normal,0.0,No
DHW47,2025-03-06 17:28:00,72.59,42.16,49.35,2.41,1.9,Running,No,294,Normal,,No
BJB18,2025-02-23 14:38:00,76.34,41.24,33.85,4.99,4.59,,No,135,Normal,0.0,No
OZU38,2025-01-30 21:09:00,71.15,39.19,54.84,4.4,0.84,Running,No,432,Normal,0.0,No
OWX49,2025-01-06 02:38:00,92.61,35.01,50.85,4.15,3.57,Running,Yes,5,Normal,,Yes
XEP19,2025-01-03 14:03:00,91.31,41.43,65.06,1.74,2.91,Idle,Yes,48,Normal,,Yes
XEP19,2025-02-24 10:18:00,51.39,83.51,45.54,3.46,4.55,Running,Yes,34,Normal,1.0,Yes
FPQ39,2025-02-05 18:06:00,72.3,60.3,66.34,1.65,2.45,Running,No,418,Normal,,No
GJR5,2025-02-16 13:54:00,81.14,74.37,56.91,1.26,3.61,Running,No,322,Normal,0.0,No
OQN3,2025-03-10 10:53:00,73.76,36.69,56.94,3.22,1.16,Failure,No,172,Normal,0.0,Yes
KGY27,2025-01-22 16:29:00,81.22,64.62,78.53,3.56,2.49,Running,No,51,Normal,,No
BJB18,2025-02-21 13:33:00,72.92,81.52,42.03,4.99,1.61,Running,Yes,39,Normal,,Yes
FKF20,2025-01-11 11:15:00,58.1,58.32,62.05,2.81,2.0,Running,No,50,Normal,0.0,No
RHH44,2025-02-08 08:02:00,67.28,49.63,47.53,3.21,2.57,Running,No,351,Normal,0.0,No
QYD25,2025-01-23 16:42:00,67.67,38.8,49.31,1.74,3.03,Running,No,62,Normal,,No
IJA31,2025-01-25 23:10:00,85.73,37.93,48.85,2.7,3.54,Running,No,449,Normal,0.0,No
HJG23,2025-01-30 03:10:00,76.74,46.16,71.42,4.02,1.81,Running,No,158,Normal,0.0,No
IOT24,2025-03-07 04:47:00,72.09,58.99,63.26,1.28,0.81,Running,No,458,Normal,0.0,No
IJA31,2025-02-17 12:38:00,65.77,33.09,31.93,3.56,4.95,Running,No,179,Normal,0.0,No
DCB34,2025-02-02 14:02:00,68.1,56.94,72.2,4.2,1.53,Running,No,413,Normal,,No
OLM37,2025-01-22 23:13:00,85.45,70.24,64.14,1.7,2.07,Running,No,328,Normal,0.0,No
BPQ42,2025-02-13 01:17:00,77.97,49.54,34.26,4.38,1.86,Running,No,300,Normal,0.0,No
VIR30,2025-02-19 12:11:00,73.37,19.83,33.14,3.09,4.76,Running,No,400,Normal,0.0,No
JJF2,2025-02-15 00:40:00,63.19,62.8,41.35,3.03,1.82,Running,No,145,Normal,0.0,No
EZO29,2025-02-07 06:21:00,73.45,38.24,72.35,1.58,1.74,Running,No,122,Normal,,No
OJS11,2025-01-22 01:28:00,77.81,39.52,58.57,1.96,1.07,Running,No,231,Normal,0.0,No
OZU38,2025-01-19 14:18:00,60.17,43.23,79.08,4.31,3.72,Idle,No,440,Normal,0.0,No
JJF2,2025-03-09 08:46:00,58.49,47.37,54.26,2.44,3.83,Running,No,424,Normal,0.0,No
BBS16,2025-03-03 03:36:00,80.99,76.16,65.81,3.33,4.67,Running,No,34,Normal,0.0,No
GJR5,2025-02-16 22:52:00,52.94,54.12,46.83,4.87,4.91,Running,No,358,Normal,0.0,No
FPQ39,2025-01-30 11:30:00,67.91,63.46,45.68,1.86,4.52,Running,No,23,Normal,0.0,No
GJR5,2025-03-03 18:15:00,84.33,22.92,79.07,2.23,3.8,Running,No,410,Normal,0.0,No
OWX49,2025-03-01 02:32:00,62.1,75.9,50.81,3.05,0.6,Running,No,290,Normal,0.0,No
YDH6,2025-01-28 16:58:00,78.41,49.57,38.94,1.62,1.49,Running,No,227,Normal,,No
DHW47,2025-01-03 01:40:00,50.51,48.56,48.45,2.4,4.87,Running,No,306,Normal,0.0,No
IJA31,2025-03-09 12:34:00,85.7,53.38,68.93,2.24,1.81,Running,No,88,Normal,0.0,No
AOE45,2025-01-10 20:21:00,75.35,57.19,44.98,1.19,3.11,Running,No,160,Normal,,No
DVO46,2025-03-01 05:41:00,81.8,88.07,42.91,1.67,3.24,Running,Yes,41,Normal,1.0,Yes
DHW47,2025-01-13 04:45:00,65.28,41.9,52.85,3.49,2.04,Running,No,177,Normal,0.0,No
FPQ39,2025-02-02 22:10:00,63.74,41.61,69.27,4.26,3.49,Running,No,238,Normal,0.0,No
GSR32,2025-02-10 01:44:00,78.41,11.29,76.38,2.61,2.14,Running,No,258,Normal,0.0,No
OJS11,2025-02-27 17:06:00,,41.55,55.79,4.07,0.56,Running,No,406,Normal,,No
OQN3,2025-03-10 21:06:00,82.96,30.38,56.58,3.56,1.08,Running,No,60,Normal,,No
SJO48,2025-01-20 11:40:00,80.98,69.22,38.29,1.43,3.65,Running,No,238,Normal,,No
OJS11,2025-01-24 22:51:00,76.37,37.09,78.06,4.44,3.85,Running,No,152,Normal,,No
QJN15,2025-02-26 18:53:00,65.77,48.37,66.46,3.58,2.96,Running,No,361,Normal,0.0,No
MEO40,2025-01-31 19:49:00,69.05,55.69,45.27,3.72,2.24,Idle,No,427,Normal,,No
MEO40,2025-02-15 00:29:00,61.4,39.32,52.65,3.38,3.07,Running,No,245,Normal,0.0,No
ZTG36,2025-01-05 06:44:00,87.59,47.88,58.78,4.23,2.31,Running,No,444,Normal,,No
AOE45,2025-03-06 11:21:00,83.91,59.76,45.4,3.23,3.5,Running,No,464,Normal,,No
GSR32,2025-03-11 00:42:00,61.61,66.55,62.7,3.62,2.4,Running,No,182,Normal,,No
GSR32,2025-02-22 11:18:00,58.68,73.65,45.79,1.65,1.35,Running,No,112,Normal,,No
DVO46,2025-01-24 13:08:00,77.61,48.65,50.91,4.94,2.0,Running,No,171,Normal,,No
DHW47,2025-02-08 01:18:00,86.71,57.27,69.96,3.25,2.4,Running,No,319,Normal,0.0,No
SIQ9,2025-01-14 02:20:00,70.37,62.89,39.29,4.68,2.32,Running,No,260,Normal,,No
BPQ42,2025-01-04 09:24:00,72.91,32.92,53.95,4.91,3.79,Running,No,167,Normal,,No
XEP19,2025-02-14 03:50:00,74.52,36.21,73.45,3.9,3.03,Running,No,210,Normal,0.0,No
SJO48,2025-02-24 16:20:00,76.75,57.08,52.7,4.55,3.64,Running,No,354,Normal,,No
ZKP13,2025-03-06 16:40:00,60.51,30.34,77.49,1.51,4.75,Idle,No,477,Normal,,No
IJA31,2025-01-29 01:24:00,59.13,56.65,33.92,2.13,2.74,Running,No,191,Normal,0.0,No
VIR30,2025-02-07 01:36:00,92.76,32.56,76.83,2.65,2.6,Running,Yes,5,Normal,,Yes
OZU38,2025-03-09 13:27:00,60.03,34.33,53.14,1.63,4.23,Running,No,389,Normal,0.0,No
KGY27,2025-01-12 22:38:00,53.88,27.95,48.31,1.63,2.48,Running,No,404,Normal,0.0,No
DHW47,2025-02-05 12:40:00,62.58,62.0,51.41,2.63,2.31,Running,No,72,Normal,0.0,No
XEP19,2025-01-03 09:13:00,84.1,79.34,37.14,4.54,4.39,Running,No,414,Normal,,No
ZTG36,2025-02-19 18:32:00,59.4,41.53,66.4,4.72,3.08,Running,No,218,Normal,,No
SIQ9,2025-02-25 10:11:00,103.17,59.89,79.28,2.21,2.06,Running,Yes,9,Normal,1.0,Yes
BJB18,2025-01-19 07:51:00,75.44,66.26,73.47,1.41,3.08,Running,No,467,Normal,0.0,No
DVO46,2025-01-14 18:51:00,59.87,33.56,41.86,4.67,3.86,Idle,No,320,Normal,,No
HJG23,2025-01-09 10:17:00,67.39,32.14,37.95,4.72,4.61,Running,No,169,Normal,0.0,No
RHH44,2025-02-09 08:46:00,62.54,44.89,79.98,3.02,3.69,Running,No,188,Normal,0.0,No
HJG23,2025-02-03 18:47:00,82.77,45.3,77.79,1.31,1.42,Running,No,154,Normal,,No
TVG50,2025-01-01 17:41:00,70.6,52.92,69.81,1.95,4.35,Running,No,394,Normal,0.0,No
WCH43,2025-02-22 13:35:00,71.33,31.88,49.04,1.52,0.55,Running,No,287,Normal,0.0,No
OZU38,2025-01-23 10:49:00,80.15,62.13,38.12,1.16,1.37,Running,No,111,Normal,,No
ZKP13,2025-01-01 12:37:00,75.38,63.93,49.76,4.33,1.61,Running,No,19,Normal,,Yes
TVG50,2025-01-27 22:20:00,62.69,46.71,50.83,4.76,0.61,Running,No,420,Normal,,No
TVG50,2025-03-03 11:52:00,71.74,62.39,63.82,3.52,2.25,Running,No,430,Normal,0.0,No
GSR32,2025-01-10 23:29:00,73.75,64.65,34.24,3.95,3.22,Running,No,204,Normal,0.0,No
QJN15,2025-01-15 19:54:00,63.21,57.25,49.11,4.97,2.05,Running,No,70,Normal,0.0,No
QNJ7,2025-01-30 15:25:00,73.21,39.15,32.82,3.85,3.03,Running,No,227,Normal,0.0,No
TVG50,2025-02-13 11:54:00,69.89,65.09,70.13,3.15,0.55,Idle,No,113,Normal,,No
SJO48,2025-01-24 08:51:00,81.42,54.44,75.11,4.16,3.18,Running,No,85,Normal,0.0,No
PKS8,2025-02-15 17:25:00,71.03,49.51,72.7,1.42,2.36,Running,No,388,Normal,0.0,No
YDH6,2025-01-11 11:01:00,73.08,54.2,36.03,3.99,1.19,Running,No,456,Normal,,No
BPQ42,2025-02-16 20:52:00,83.64,49.13,55.44,2.55,1.87,Running,No,61,Normal,,No
QSA35,2025-02-14 23:14:00,72.9,52.61,35.85,3.48,3.44,Running,No,181,Normal,0.0,No
GUK33,2025-02-27 04:32:00,83.76,36.17,30.54,2.21,3.33,Running,No,140,Normal,0.0,No
QYD25,2025-01-14 08:09:00,76.7,61.04,75.83,2.7,2.5,Running,No,201,Normal,0.0,No
BBS16,2025-02-25 09:33:00,70.91,48.07,68.03,3.98,0.64,Running,No,128,Normal,0.0,No
BJB18,2025-03-05 02:47:00,85.52,75.01,54.04,4.84,0.76,Failure,No,472,Normal,0.0,Yes
GJR5,2025-02-19 17:06:00,65.43,73.31,65.84,4.86,1.75,Running,No,479,Normal,0.0,No
IJA31,2025-01-22 10:31:00,95.69,53.77,46.1,4.57,0.57,Running,Yes,36,Normal,1.0,Yes
OLM37,2025-03-11 07:21:00,77.61,32.45,32.03,3.18,2.18,Running,No,408,Normal,0.0,No
DVO46,2025-01-10 15:41:00,69.21,27.28,46.02,4.1,0.86,Idle,No,154,Normal,0.0,No
FKF20,2025-02-07 21:57:00,76.59,40.99,37.42,1.49,3.31,Running,No,209,Normal,,No
AOE45,2025-03-10 21:03:00,67.96,62.16,57.55,2.12,4.97,Running,No,236,Normal,0.0,No
WCH43,2025-02-08 10:28:00,81.92,39.46,31.1,2.83,4.57,Running,No,442,Normal,0.0,No
